"situation","Date","pla","somupvtsem","laimax","laisen_n","hauteur","raint","trg_n","ilevs","iamfs","ilaxs","densite","demande","Plant","Dominance","algorithm"
"usm_1",2018-11-28,"mai",1802.4126,2.39266,0,0,0,17.4,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-11-28,"mai",1802.53735,2.38971,0,0,0,17.4,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-11-28,"sor",1206.66223,1.54099,0,0,0,17.4,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-11-28,"sor",1206.86829,2.07694,0,0,0,17.4,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-11-29,"mai",1802.4126,2.39266,0,0,0,16.9,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-11-29,"mai",1802.53735,2.38971,0,0,0,16.9,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-11-29,"sor",1206.66223,1.54099,0,0,0,16.9,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-11-29,"sor",1206.86829,2.07694,0,0,0,16.9,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-11-30,"mai",1802.4126,2.39266,0,0,0,17.8,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-11-30,"mai",1802.53735,2.38971,0,0,0,17.8,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-11-30,"sor",1206.66223,1.54099,0,0,0,17.8,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-11-30,"sor",1206.86829,2.07694,0,0,0,17.8,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-12-01,"mai",1802.4126,2.39266,0,0,0,15.1,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-12-01,"mai",1802.53735,2.38971,0,0,0,15.1,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-12-01,"sor",1206.66223,1.54099,0,0,0,15.1,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-12-01,"sor",1206.86829,2.07694,0,0,0,15.1,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-12-02,"mai",1802.4126,2.39266,0,0,0,17.7,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-12-02,"mai",1802.53735,2.38971,0,0,0,17.7,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-12-02,"sor",1206.66223,1.54099,0,0,0,17.7,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-12-02,"sor",1206.86829,2.07694,0,0,0,17.7,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-12-03,"mai",1802.4126,2.39266,0,0,0,18.1,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-12-03,"mai",1802.53735,2.38971,0,0,0,18.1,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-12-03,"sor",1206.66223,1.54099,0,0,0,18.1,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-12-03,"sor",1206.86829,2.07694,0,0,0,18.1,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-12-04,"mai",1802.4126,2.39266,0,0,0,17.6,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-12-04,"mai",1802.53735,2.38971,0,0,0,17.6,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-12-04,"sor",1206.66223,1.54099,0,0,0,17.6,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-12-04,"sor",1206.86829,2.07694,0,0,0,17.6,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-12-05,"mai",1802.4126,2.39266,0,0,0,16.9,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-12-05,"mai",1802.53735,2.38971,0,0,0,16.9,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-12-05,"sor",1206.66223,1.54099,0,0,0,16.9,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-12-05,"sor",1206.86829,2.07694,0,0,0,16.9,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-12-06,"mai",1802.4126,2.39266,0,0,0,17.5,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-12-06,"mai",1802.53735,2.38971,0,0,0,17.5,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-12-06,"sor",1206.66223,1.54099,0,0,0,17.5,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-12-06,"sor",1206.86829,2.07694,0,0,0,17.5,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-12-07,"mai",1802.4126,2.39266,0,0,0,17.2,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-12-07,"mai",1802.53735,2.38971,0,0,0,17.2,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-12-07,"sor",1206.66223,1.54099,0,0,0,17.2,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-12-07,"sor",1206.86829,2.07694,0,0,0,17.2,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-12-08,"mai",1802.4126,2.39266,0,0,0,17.5,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-12-08,"mai",1802.53735,2.38971,0,0,0,17.5,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-12-08,"sor",1206.66223,1.54099,0,0,0,17.5,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-12-08,"sor",1206.86829,2.07694,0,0,0,17.5,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-12-09,"mai",1802.4126,2.39266,0,0,0,17.5,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-12-09,"mai",1802.53735,2.38971,0,0,0,17.5,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-12-09,"sor",1206.66223,1.54099,0,0,0,17.5,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-12-09,"sor",1206.86829,2.07694,0,0,0,17.5,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-12-10,"mai",1802.4126,2.39266,0,0,0,17.8,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-12-10,"mai",1802.53735,2.38971,0,0,0,17.8,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-12-10,"sor",1206.66223,1.54099,0,0,0,17.8,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-12-10,"sor",1206.86829,2.07694,0,0,0,17.8,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-12-11,"mai",1802.4126,2.39266,0,0,0,17.4,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-12-11,"mai",1802.53735,2.38971,0,0,0,17.4,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-12-11,"sor",1206.66223,1.54099,0,0,0,17.4,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-12-11,"sor",1206.86829,2.07694,0,0,0,17.4,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-12-12,"mai",1802.4126,2.39266,0,0,0,17,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-12-12,"mai",1802.53735,2.38971,0,0,0,17,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-12-12,"sor",1206.66223,1.54099,0,0,0,17,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-12-12,"sor",1206.86829,2.07694,0,0,0,17,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-12-13,"mai",1802.4126,2.39266,0,0,0,16.9,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-12-13,"mai",1802.53735,2.38971,0,0,0,16.9,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-12-13,"sor",1206.66223,1.54099,0,0,0,16.9,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-12-13,"sor",1206.86829,2.07694,0,0,0,16.9,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-12-14,"mai",1802.4126,2.39266,0,0,0,16.4,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-12-14,"mai",1802.53735,2.38971,0,0,0,16.4,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-12-14,"sor",1206.66223,1.54099,0,0,0,16.4,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-12-14,"sor",1206.86829,2.07694,0,0,0,16.4,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-12-15,"mai",1802.4126,2.39266,0,0,0,16.7,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-12-15,"mai",1802.53735,2.38971,0,0,0,16.7,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-12-15,"sor",1206.66223,1.54099,0,0,0,16.7,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-12-15,"sor",1206.86829,2.07694,0,0,0,16.7,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-12-16,"mai",1802.4126,2.39266,0,0,0,17.8,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-12-16,"mai",1802.53735,2.38971,0,0,0,17.8,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-12-16,"sor",1206.66223,1.54099,0,0,0,17.8,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-12-16,"sor",1206.86829,2.07694,0,0,0,17.8,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-12-17,"mai",1802.4126,2.39266,0,0,0,17.3,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-12-17,"mai",1802.53735,2.38971,0,0,0,17.3,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-12-17,"sor",1206.66223,1.54099,0,0,0,17.3,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-12-17,"sor",1206.86829,2.07694,0,0,0,17.3,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-12-18,"mai",1802.4126,2.39266,0,0,0,17,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-12-18,"mai",1802.53735,2.38971,0,0,0,17,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-12-18,"sor",1206.66223,1.54099,0,0,0,17,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-12-18,"sor",1206.86829,2.07694,0,0,0,17,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-12-19,"mai",1802.4126,2.39266,0,0,0,16.5,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-12-19,"mai",1802.53735,2.38971,0,0,0,16.5,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-12-19,"sor",1206.66223,1.54099,0,0,0,16.5,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-12-19,"sor",1206.86829,2.07694,0,0,0,16.5,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-12-20,"mai",1802.4126,2.39266,0,0,0,16.5,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-12-20,"mai",1802.53735,2.38971,0,0,0,16.5,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-12-20,"sor",1206.66223,1.54099,0,0,0,16.5,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-12-20,"sor",1206.86829,2.07694,0,0,0,16.5,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-12-21,"mai",1802.4126,2.39266,0,0,0,17.1,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-12-21,"mai",1802.53735,2.38971,0,0,0,17.1,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-12-21,"sor",1206.66223,1.54099,0,0,0,17.1,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-12-21,"sor",1206.86829,2.07694,0,0,0,17.1,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-12-22,"mai",1802.4126,2.39266,0,0,0,16.6,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-12-22,"mai",1802.53735,2.38971,0,0,0,16.6,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-12-22,"sor",1206.66223,1.54099,0,0,0,16.6,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-12-22,"sor",1206.86829,2.07694,0,0,0,16.6,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-12-23,"mai",1802.4126,2.39266,0,0,0,17.1,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-12-23,"mai",1802.53735,2.38971,0,0,0,17.1,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-12-23,"sor",1206.66223,1.54099,0,0,0,17.1,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-12-23,"sor",1206.86829,2.07694,0,0,0,17.1,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-12-24,"mai",1802.4126,2.39266,0,0,0,17.1,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-12-24,"mai",1802.53735,2.38971,0,0,0,17.1,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-12-24,"sor",1206.66223,1.54099,0,0,0,17.1,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-12-24,"sor",1206.86829,2.07694,0,0,0,17.1,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-12-25,"mai",1802.4126,2.39266,0,0,0,15.9,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-12-25,"mai",1802.53735,2.38971,0,0,0,15.9,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-12-25,"sor",1206.66223,1.54099,0,0,0,15.9,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-12-25,"sor",1206.86829,2.07694,0,0,0,15.9,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-12-26,"mai",1802.4126,2.39266,0,0,0,17,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-12-26,"mai",1802.53735,2.38971,0,0,0,17,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-12-26,"sor",1206.66223,1.54099,0,0,0,17,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-12-26,"sor",1206.86829,2.07694,0,0,0,17,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-12-27,"mai",1802.4126,2.39266,0,0,0,16.4,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-12-27,"mai",1802.53735,2.38971,0,0,0,16.4,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-12-27,"sor",1206.66223,1.54099,0,0,0,16.4,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-12-27,"sor",1206.86829,2.07694,0,0,0,16.4,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-12-28,"mai",1802.4126,2.39266,0,0,0,16.4,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-12-28,"mai",1802.53735,2.38971,0,0,0,16.4,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-12-28,"sor",1206.66223,1.54099,0,0,0,16.4,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-12-28,"sor",1206.86829,2.07694,0,0,0,16.4,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-12-29,"mai",1802.4126,2.39266,0,0,0,15.2,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-12-29,"mai",1802.53735,2.38971,0,0,0,15.2,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-12-29,"sor",1206.66223,1.54099,0,0,0,15.2,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-12-29,"sor",1206.86829,2.07694,0,0,0,15.2,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-12-30,"mai",1802.4126,2.39266,0,0,0,14.9,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-12-30,"mai",1802.53735,2.38971,0,0,0,14.9,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-12-30,"sor",1206.66223,1.54099,0,0,0,14.9,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-12-30,"sor",1206.86829,2.07694,0,0,0,14.9,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_1",2018-12-31,"mai",1802.4126,2.39266,0,0,0,15.2,181,210,237,3.125,1.88323,"maize","Associated","2.5D"
"usm_1",2018-12-31,"mai",1802.53735,2.38971,0,0,0,15.2,181,210,237,3.125,1.58078,"maize","Associated","Beer"
"usm_1",2018-12-31,"sor",1206.66223,1.54099,0,0,0,15.2,181,226,237,2.8125,1.33999,"sorghum","Principal","2.5D"
"usm_1",2018-12-31,"sor",1206.86829,2.07694,0,0,0,15.2,181,226,237,2.8125,1.57489,"sorghum","Principal","Beer"
"usm_10",2018-05-15,"mai",0,0,0,0,0,23.1,181,210,237,6.25,0,"maize","Associated","2.5D"
"usm_10",2018-05-15,"mai",0,0,0,0,0,23.1,181,210,237,6.25,0,"maize","Associated","Beer"
"usm_10",2018-05-15,"sor",0,0,0,0,0,23.1,181,226,237,6.25,0,"sorghum","Principal","2.5D"
"usm_10",2018-05-15,"sor",0,0,0,0,0,23.1,181,226,237,6.25,0,"sorghum","Principal","Beer"
"usm_10",2018-05-16,"mai",0,0,0,0,0,20.7,181,210,237,6.25,0,"maize","Associated","2.5D"
"usm_10",2018-05-16,"mai",0,0,0,0,0,20.7,181,210,237,6.25,0,"maize","Associated","Beer"
"usm_10",2018-05-16,"sor",0,0,0,0,0,20.7,181,226,237,6.25,0,"sorghum","Principal","2.5D"
"usm_10",2018-05-16,"sor",0,0,0,0,0,20.7,181,226,237,6.25,0,"sorghum","Principal","Beer"
"usm_10",2018-05-17,"mai",0,0,0,0,0,20.6,181,210,237,6.25,0,"maize","Associated","2.5D"
"usm_10",2018-05-17,"mai",0,0,0,0,0,20.6,181,210,237,6.25,0,"maize","Associated","Beer"
"usm_10",2018-05-17,"sor",0,0,0,0,0,20.6,181,226,237,6.25,0,"sorghum","Principal","2.5D"
"usm_10",2018-05-17,"sor",0,0,0,0,0,20.6,181,226,237,6.25,0,"sorghum","Principal","Beer"
"usm_10",2018-05-18,"mai",0,0,0,0,0,18.1,181,210,237,6.25,0,"maize","Associated","2.5D"
"usm_10",2018-05-18,"mai",0,0,0,0,0,18.1,181,210,237,6.25,0,"maize","Associated","Beer"
"usm_10",2018-05-18,"sor",0,0,0,0,0,18.1,181,226,237,6.25,0,"sorghum","Principal","2.5D"
"usm_10",2018-05-18,"sor",0,0,0,0,0,18.1,181,226,237,6.25,0,"sorghum","Principal","Beer"
"usm_10",2018-05-19,"mai",0,0,0,0,0,20.8,181,210,237,6.25,0,"maize","Associated","2.5D"
"usm_10",2018-05-19,"mai",0,0,0,0,0,20.8,181,210,237,6.25,0,"maize","Associated","Beer"
"usm_10",2018-05-19,"sor",0,0,0,0,0,20.8,181,226,237,6.25,0,"sorghum","Principal","2.5D"
"usm_10",2018-05-19,"sor",0,0,0,0,0,20.8,181,226,237,6.25,0,"sorghum","Principal","Beer"
"usm_10",2018-05-20,"mai",0,0,0,0,0,19.4,181,210,237,6.25,0,"maize","Associated","2.5D"
"usm_10",2018-05-20,"mai",0,0,0,0,0,19.4,181,210,237,6.25,0,"maize","Associated","Beer"
"usm_10",2018-05-20,"sor",0,0,0,0,0,19.4,181,226,237,6.25,0,"sorghum","Principal","2.5D"
"usm_10",2018-05-20,"sor",0,0,0,0,0,19.4,181,226,237,6.25,0,"sorghum","Principal","Beer"
"usm_10",2018-05-21,"mai",0,0,0,0,0,14.3,181,210,237,6.25,0,"maize","Associated","2.5D"
"usm_10",2018-05-21,"mai",0,0,0,0,0,14.3,181,210,237,6.25,0,"maize","Associated","Beer"
"usm_10",2018-05-21,"sor",0,0,0,0,0,14.3,181,226,237,6.25,0,"sorghum","Principal","2.5D"
"usm_10",2018-05-21,"sor",0,0,0,0,0,14.3,181,226,237,6.25,0,"sorghum","Principal","Beer"
"usm_10",2018-05-22,"mai",0,0,0,0,0,22,181,210,237,6.25,0,"maize","Associated","2.5D"
"usm_10",2018-05-22,"mai",0,0,0,0,0,22,181,210,237,6.25,0,"maize","Associated","Beer"
"usm_10",2018-05-22,"sor",0,0,0,0,0,22,181,226,237,6.25,0,"sorghum","Principal","2.5D"
"usm_10",2018-05-22,"sor",0,0,0,0,0,22,181,226,237,6.25,0,"sorghum","Principal","Beer"
"usm_10",2018-05-23,"mai",0,0,0,0,0,19.3,181,210,237,6.25,0,"maize","Associated","2.5D"
"usm_10",2018-05-23,"mai",0,0,0,0,0,19.3,181,210,237,6.25,0,"maize","Associated","Beer"
"usm_10",2018-05-23,"sor",0,0,0,0,0,19.3,181,226,237,6.25,0,"sorghum","Principal","2.5D"
"usm_10",2018-05-23,"sor",0,0,0,0,0,19.3,181,226,237,6.25,0,"sorghum","Principal","Beer"
"usm_10",2018-05-24,"mai",0,0,0,0,0,21.9,181,210,237,6.25,0,"maize","Associated","2.5D"
"usm_10",2018-05-24,"mai",0,0,0,0,0,21.9,181,210,237,6.25,0,"maize","Associated","Beer"
"usm_10",2018-05-24,"sor",0,0,0,0,0,21.9,181,226,237,6.25,0,"sorghum","Principal","2.5D"
"usm_10",2018-05-24,"sor",0,0,0,0,0,21.9,181,226,237,6.25,0,"sorghum","Principal","Beer"
"usm_10",2018-05-25,"mai",0,0,0,0,0,20.2,181,210,237,6.25,0,"maize","Associated","2.5D"
"usm_10",2018-05-25,"mai",0,0,0,0,0,20.2,181,210,237,6.25,0,"maize","Associated","Beer"
"usm_10",2018-05-25,"sor",0,0,0,0,0,20.2,181,226,237,6.25,0,"sorghum","Principal","2.5D"
"usm_10",2018-05-25,"sor",0,0,0,0,0,20.2,181,226,237,6.25,0,"sorghum","Principal","Beer"
"usm_10",2018-05-26,"mai",0,0,0,0,0,16.9,181,210,237,6.25,0,"maize","Associated","2.5D"
"usm_10",2018-05-26,"mai",0,0,0,0,0,16.9,181,210,237,6.25,0,"maize","Associated","Beer"
"usm_10",2018-05-26,"sor",0,0,0,0,0,16.9,181,226,237,6.25,0,"sorghum","Principal","2.5D"
"usm_10",2018-05-26,"sor",0,0,0,0,0,16.9,181,226,237,6.25,0,"sorghum","Principal","Beer"
"usm_10",2018-05-27,"mai",0,0,0,0,0,22,181,210,237,6.25,0,"maize","Associated","2.5D"
"usm_10",2018-05-27,"mai",0,0,0,0,0,22,181,210,237,6.25,0,"maize","Associated","Beer"
"usm_10",2018-05-27,"sor",0,0,0,0,0,22,181,226,237,6.25,0,"sorghum","Principal","2.5D"
"usm_10",2018-05-27,"sor",0,0,0,0,0,22,181,226,237,6.25,0,"sorghum","Principal","Beer"
"usm_10",2018-05-28,"mai",0,0,0,0,0,15.6,181,210,237,6.25,0,"maize","Associated","2.5D"
"usm_10",2018-05-28,"mai",0,0,0,0,0,15.6,181,210,237,6.25,0,"maize","Associated","Beer"
"usm_10",2018-05-28,"sor",0,0,0,0,0,15.6,181,226,237,6.25,0,"sorghum","Principal","2.5D"
"usm_10",2018-05-28,"sor",0,0,0,0,0,15.6,181,226,237,6.25,0,"sorghum","Principal","Beer"
"usm_10",2018-05-29,"mai",0,0,0,0,0,21.2,181,210,237,6.25,0,"maize","Associated","2.5D"
"usm_10",2018-05-29,"mai",0,0,0,0,0,21.2,181,210,237,6.25,0,"maize","Associated","Beer"
"usm_10",2018-05-29,"sor",0,0,0,0,0,21.2,181,226,237,6.25,0,"sorghum","Principal","2.5D"
"usm_10",2018-05-29,"sor",0,0,0,0,0,21.2,181,226,237,6.25,0,"sorghum","Principal","Beer"
"usm_10",2018-05-30,"mai",0,0,0,0,0,8.9,181,210,237,6.25,0,"maize","Associated","2.5D"
"usm_10",2018-05-30,"mai",0,0,0,0,0,8.9,181,210,237,6.25,0,"maize","Associated","Beer"
"usm_10",2018-05-30,"sor",0,0,0,0,0,8.9,181,226,237,6.25,0,"sorghum","Principal","2.5D"
"usm_10",2018-05-30,"sor",0,0,0,0,0,8.9,181,226,237,6.25,0,"sorghum","Principal","Beer"
"usm_10",2018-05-31,"mai",0,0,0,0,0,21.4,181,210,237,6.25,0,"maize","Associated","2.5D"
"usm_10",2018-05-31,"mai",0,0,0,0,0,21.4,181,210,237,6.25,0,"maize","Associated","Beer"
"usm_10",2018-05-31,"sor",0,0,0,0,0,21.4,181,226,237,6.25,0,"sorghum","Principal","2.5D"
"usm_10",2018-05-31,"sor",0,0,0,0,0,21.4,181,226,237,6.25,0,"sorghum","Principal","Beer"
"usm_10",2018-06-01,"mai",0,0,0,0,0,12,181,210,237,6.25,0,"maize","Associated","2.5D"
"usm_10",2018-06-01,"mai",0,0,0,0,0,12,181,210,237,6.25,0,"maize","Associated","Beer"
"usm_10",2018-06-01,"sor",0,0,0,0,0,12,181,226,237,6.25,0,"sorghum","Principal","2.5D"
"usm_10",2018-06-01,"sor",0,0,0,0,0,12,181,226,237,6.25,0,"sorghum","Principal","Beer"
"usm_10",2018-06-02,"mai",0,0,0,0,0,22.8,181,210,237,6.25,0,"maize","Associated","2.5D"
"usm_10",2018-06-02,"mai",0,0,0,0,0,22.8,181,210,237,6.25,0,"maize","Associated","Beer"
"usm_10",2018-06-02,"sor",0,0,0,0,0,22.8,181,226,237,6.25,0,"sorghum","Principal","2.5D"
"usm_10",2018-06-02,"sor",0,0,0,0,0,22.8,181,226,237,6.25,0,"sorghum","Principal","Beer"
"usm_10",2018-06-03,"mai",0,0,0,0,0,21.6,181,210,237,6.25,0,"maize","Associated","2.5D"
"usm_10",2018-06-03,"mai",0,0,0,0,0,21.6,181,210,237,6.25,0,"maize","Associated","Beer"
"usm_10",2018-06-03,"sor",0,0,0,0,0,21.6,181,226,237,6.25,0,"sorghum","Principal","2.5D"
"usm_10",2018-06-03,"sor",0,0,0,0,0,21.6,181,226,237,6.25,0,"sorghum","Principal","Beer"
"usm_10",2018-06-04,"mai",0,0,0,0,0,11.9,181,210,237,6.25,0,"maize","Associated","2.5D"
"usm_10",2018-06-04,"mai",0,0,0,0,0,11.9,181,210,237,6.25,0,"maize","Associated","Beer"
